DocumentName,ReportDT,JurisdictionName,OccurDt,FraudEntity,State_County,PayerName,FraudAmt,SettlementAmt,JailTime,FraudType,FraudTypeAll,CaseStatus,SchemeSummary
brooklyn-banker-pleads-guilty-to-laundering-proceeds-of-medicare-fraud-for-transnational-criminal-organization_253e6639d243.pdf,2026-02-03,"U.S. Department of Justice, Criminal Division, Fraud Section (Health Care Fraud Unit)",,"Renat Abramov (former bank relationship manager, Sheepshead Bay branch); transnational criminal organization (unnamed co-conspirators posing as owners of fake medical equipment companies)",New York - Kings County (Brooklyn),Medicare; commercial insurance companies (unnamed),10000000000.0,,,Money laundering of proceeds,Money laundering of proceeds; Phantom Claims; Ineligible provider enrollment,pleaded guilty,"A transnational criminal organization allegedly submitted more than $10 billion in fraudulent Medicare claims through sham durable medical equipment companies using identities stolen from over one million Americans; Abramov, a bank relationship manager, opened accounts for straw owners using fake corporate registration documents so the Medicare and insurer checks could be deposited and then moved offshore and into cryptocurrency, laundering more than $8 million."
business-owner-convicted-of-1-9m-medicare-medicaid-and-private-insurer-fraud-scheme_d84d2beec005.pdf,2026-04-07,"U.S. Attorney's Office, Eastern District of Michigan",,Rabih Hamdan (business owner/pharmacy owner),Michigan - Wayne County (Dearborn Heights),Medicare; Medicaid; Blue Cross Blue Shield of Michigan,1900000.0,,,Phantom Claims,Phantom Claims; FakeEncounter,pleaded guilty,"Pharmacy owner submitted false claims to Medicare, Medicaid and Blue Cross Blue Shield of Michigan for prescription drugs that were medically unnecessary or never dispensed; in many cases the pharmacy lacked inventory to dispense the billed drugs and no physician had ordered the medications. Total false claims of at least $1.9 million over five years, with proceeds used for personal benefit."
caldwell-woman-charged-in-the-district-of-idaho-as-part-of-the-national-health-care-fraud-takedown_37d918d27c36.pdf,2026-06-24,"U.S. Attorney's Office, District of Idaho",,Niki Rashel Cook (purported registered nurse/licensed practical nurse),Idaho - Caldwell (Canyon County); Boise area healthcare facilities,,22000.0,,,Falsify certificate,Falsify certificate; other,charged,"Cook was indicted for wire fraud and aggravated identity theft for using other people's names and nursing licenses to falsely present herself as a registered nurse and licensed practical nurse, obtaining nursing jobs at a behavioral health hospital, a rehabilitation hospital, a skilled nursing facility, and hospice businesses, and earning over $22,000 in wages she was not qualified to receive."
california-doctor-convicted-of-45m-botox-fraud-scheme-targeting-medicare_2f6942152032.pdf,2026-05-19,"U.S. Department of Justice, Criminal Division Fraud Section; U.S. District Court for the Central District of California",,"Violetta Mailyan (doctor, owner/operator of Healthy Way Medical Center)",California - Los Angeles County (Glendale),Medicare,45000000.0,14906797.0,,Phantom Claims,Phantom Claims; FakeEncounter; Falsify certificate; other,convicted at trial,"Mailyan, through her cosmetic clinic, billed Medicare roughly $45 million for thousands of Botox injections purportedly treating chronic migraines that were never provided (including on days her clinic was closed, while she was on vacation abroad, and for a beneficiary who was incarcerated) or were purely cosmetic/without referral; she backdated claims and fabricated patient records and consent forms, then altered records given to federal agents in response to a grand jury subpoena. Jury found a Tesla Model X, Cybertruck, $251,124 in bank funds, $7,312,037 in brokerage accounts and four properties with $7,343,636 equity forfeitable as proceeds."
california-man-found-guilty-of-defrauding-his-former-employer-optum-inc_851b09877d33.pdf,2026-02-18,"U.S. Attorney's Office, District of Minnesota",2015 to 2019-11,"Karan Gupta (senior director of data analytics, Optum, Inc.)",Minnesota - Hennepin County (Minneapolis); California; New Jersey,"Optum, Inc. (UnitedHealth Group subsidiary - employer, not a claims payer)",1200000.0,,,Ghost employee payroll fraud,Ghost employee payroll fraud; kickback_Bribery For Referral; Falsify certificate; Money laundering of proceeds,convicted at trial,"Gupta, a senior director at Optum, gave a lifelong friend a false resume and hired him into a managerial data engineering job he was unqualified for; for nearly four years the friend performed no work while drawing a salary above $100,000 with raises and bonuses, and kicked back more than half of it to Gupta, who concealed the payments through cash deposits at a New Jersey bank branch and later by using a debit card tied to the friend's direct-deposit account to withdraw funds from California ATMs. Gupta's frauds against Optum totaled more than $1.2 million."
california-man-pleads-guilty-to-orchestrating-270m-medication-reimbursement-fraud-scheme_3959cdc72811.pdf,2026-04-07,"U.S. Department of Justice, Criminal Division Fraud Section; U.S. Attorney's Office, Central District of California",2022-05 to 2023-04,Paul Randall (scheme organizer/marketer); Kyrollos Mekail (pharmacist and owner of Monte Vista Pharmacy); Patricia Anderson (nurse practitioner); Monte Vista Pharmacy,California - Orange County (Orange); California - Riverside County (Moreno Valley); California - Los Angeles County (West Hills),Medicaid (California Medi-Cal),269120829.0,126500000.0,,FakeEncounter,FakeEncounter; kickback_Bribery For Referral; Falsify certificate; Phantom Claims; Money laundering of proceeds,pleaded guilty,"Exploiting Medi-Cal's temporary suspension of prior-authorization at the start of 2022, Randall used Mekail's Monte Vista Pharmacy to bill tens of millions per month for high-reimbursement generic drugs (e.g., pain creams, Folite tablets, meloxicam billed at ~$13,424 per prescription) compounded in unique dosages/package quantities that fell outside Medi-Cal maximum price caps; Randall paid kickbacks to marketers for beneficiary information and to nurse practitioner Anderson to sign pre-filled prescriptions without ever seeing patients, and drugs were often never dispensed. Randall took roughly 40% of the pharmacy's profit and laundered proceeds through a third party to pay Anderson. $269,120,829 billed and about $178,746,556 paid; co-defendants Mekail and Anderson also pleaded guilty and await sentencing."
cape-may-county-psychiatrist-admits-to-17-felony-counts-for-unlawful-controlled-substance-prescriptions-linked_932c69e64aa6.pdf,2026-06-24,"U.S. Attorney's Office, District of New Jersey",,"Louis Morelli (psychiatrist, owner of psychiatry practice in Smithville, New Jersey)",New Jersey - Cape May County; New Jersey - Smithville (Atlantic County),,,,,other,other; FakeEncounter; kickback_Bribery For Referral,pleaded guilty,"Psychiatrist issued invalid prescriptions for Adderall, Vyvanse, and Xanax to 17 patients outside the usual course of professional practice and without legitimate medical purpose, sometimes in exchange for sexual activity, images or videos, and to known addicts and suspected diverters; the prescriptions were intended to defraud and mislead dispensing pharmacies and the insurers, government benefit programs, and other third parties that paid for the drugs."
carls-cab-operators-charged-in-4-2-million-medicaid-fraud-and-kickback-scheme_353674edddb3.pdf,2026-06-23,"U.S. Attorney's Office, Northern District of New York",2020-01 to 2025-03,Joseph Carl (operator of Carl's Cab); Randolph Ekstrom a/k/a 'Randy' (operator/associate of Carl's Cab); Carl's Cab (Medicaid-enrolled transportation provider),New York - Saratoga County; New York - Rensselaer County,Medicaid (New York State Department of Health),4296374.0,,,Phantom Claims,Phantom Claims; kickback_Bribery For Referral; Upcoding; FakeEncounter,charged,"Operators of Carl's Cab, a Medicaid-enrolled non-emergency medical transportation provider, allegedly billed New York Medicaid for 'ghost rides' and trips where recipients were never transported or never seen by a provider, and inflated reimbursement by billing group transports as multiple individual trips; they also allegedly paid cash and controlled substances to Medicaid recipients to induce them to use Carl's Cab, receiving at least $4,296,374.02 in Medicaid funds."
celina-pharmacy-owner-sentenced-for-opioid-distribution-health-care-fraud_f9fbc80a0d85.pdf,2026-06-24,"U.S. Attorney's Office, Middle District of Tennessee",2014 to 2019,"Thomas K. Weir (majority owner, Oakley Pharmacy dba Dale Hollow Pharmacy and Clay County Xpress Pharmacy); William L. Donaldson (former owner and pharmacist, Dale Hollow Pharmacy); Pamela Spivey (co-owner, Xpress Pharmacy); Charles Robert 'Bobby' Oakley (minority owner, Dale Hollow Pharmacy); John Polston (pharmacist-in-charge); Michael Griffith (pharmacist-in-charge); Oakley Pharmacy dba Dale Hollow Pharmacy and Clay County Xpress Pharmacy",Tennessee - Clay County (Celina),Medicare (Part D); Medicaid (TennCare),,1419974.0,24,kickback_Bribery For Referral,kickback_Bribery For Referral; FakeEncounter; Unlawful controlled substance distribution,sentenced,"Owners and pharmacists of two Celina, TN pharmacies dispensed controlled substances despite red flags of abuse and diversion (patients traveling long distances in groups, prescriptions without legitimate medical purpose) and billed Medicare Part D and TennCare for those drugs, including medically unnecessary combinations of highly abused drugs; to boost prescription volume they paid patient co-pays, gave patients cash, and issued fictitious 'Monkey Bucks' currency redeemable for cash. Weir received 24 months, $1,419,974 restitution, forfeiture of the pharmacy building/warehouse and a money judgment exceeding $700,000; co-defendant Donaldson got 24 months, while Oakley and Spivey received probation with restitution."
ceo-and-va-employee-plead-guilty-to-paying-and-receiving-illegal-health-care-kickbacks-and-bribes_79758e9b9955.pdf,2026-07-30,"U.S. Department of Justice, Criminal Division, Fraud Section / National Fraud Enforcement Division",,"Heriberto Rivera (CEO of Family Integrative Medicine of Orlando, LLC); Laurent Cassagnol (Advanced Medical Support Assistant, VA Community Care Program); Family Integrative Medicine of Orlando, LLC (FIMO)",Florida - Orange County (Orlando),U.S. Department of Veterans Affairs - VA Community Care Program,14000000.0,,,kickback_Bribery For Referral,kickback_Bribery For Referral,pleaded guilty,"FIMO's CEO paid kickbacks and bribes to a VA Community Care Program medical support assistant to steer VA patients to FIMO for acupuncture, chiropractic and other holistic services; over $14 million in resulting claims were billed to the VA/VACCP, of which more than $11 million was paid."
ceo-of-bay-area-home-health-agency-convicted-of-health-care-fraud-conspiracy-targeting-medicare_a0258572f2c4.pdf,2026-07-23,"U.S. Attorney's Office, Northern District of California",2018-10 to 2020-11,Simon Katz; Veronica Katz (former CEO of HealthNow Home Healthcare); Vennesa Herrera (former employee); Pharadja Andrews (former employee); HealthNow Home Healthcare (home health agency),California - Alameda County (Hayward),Medicare,3000000.0,593634.0,24,Phantom Claims,Phantom Claims; FakeEncounter; Falsify certificate; other,convicted at trial,"HealthNow Home Healthcare billed Medicare for home health services never provided and for care delivered by unqualified medical professionals acting outside their authorized scope of practice, while altering medical records and forging physician signatures and submitting false documents to California Department of Public Health inspectors to keep its Medicare billing privileges; the agency collected over $3 million and Simon Katz received $300,000, and he instructed a former employee to lie to the FBI. Co-defendant Veronica Katz was sentenced to 24 months with $543,634.34 restitution and a $50,000 fine; Simon Katz was convicted at trial and awaits sentencing."
